ID,名称,别名,性味,归经,功效,主治,entity,摘自
77000,岩葱,鼠尾莪白兰,温、苦、辛, ,止血、散瘀,['骨折，外伤出血'],出血,全国中草药汇编
77100,药茴香,missing,温、甘、辛, ,健脾、温中、理气、燥湿,['治胃寒腹痛，腹胀，不思饮食，白带'],肚腹痛 心腹胀 饮食不下 带下,全国中草药汇编
77200,洋葱,洋葱头, , , ,[''],,全国中草药汇编
77300,荛花,山皮条、 白色矮陀陀、 半边梅、 竹腊皮、 铁扇子,温、辛, ,祛风、收敛、通经、除湿、活络,['跌打损伤，筋骨疼痛，腮腺炎，乳腺炎，淋巴腺炎'],跌打损伤 身疼 淋,全国中草药汇编
77400,圆叶娃儿藤,missing, , , ,[''],,全国中草药汇编
77500,鸳鸯,missing, , ,清热、解毒,['瘘疮，疥癣，血痔'],瘘疮,全国中草药汇编
77600,莠狗尾草,狗尾草,凉、淡, ,清血、解毒,['急性结膜炎，阳黄，痈疔'],痈,全国中草药汇编
77700,秧青,虹香藤,温、辛、淡, ,理气、发表,['风寒头痛，食积胃腹胀痛'],寒邪 头痛 食积 腹内痛,全国中草药汇编
77800,烟草,烟、 烟叶,温、辛、毒, ,消肿、解毒、杀虫,['疔疮肿毒，头癣，白癣，秃疮，毒蛇咬伤'],疮疥 头面生癞,全国中草药汇编
77900,鸭嘴癀,小接骨、 双须蜈蚣、 四方草厦门、 鸡舌癀、 定经草、 田边草,凉、甘、淡, ,清热、消肿、解毒、利湿、解毒消,"['扁桃体炎，咽喉炎，咳嗽，肠炎，小儿消化不良', '痈肿 疮疖']",咳嗽 消化不良 痈 疖,全国中草药汇编
78000,鸭脚黄连,水八角、 水黄连贵州、 鸡脚莲,寒、苦, ,清热、除湿、利水、解毒、热解毒,['根：细菌性痢疾，急性肠炎，黄疸，腹水，急性结膜炎'],痢不止 黄疸,全国中草药汇编
78100,鸭脚艾,四季菜、 真珠菜、 珍珠菊、 肺痨草、 鸭脚菜、 甜菜子、 刘寄奴广西,平、苦、甘, ,理气、调经、消肿、活血、解毒、利湿,"['月经不调，闭经，慢性肝炎，肝硬化，肾炎水肿，白带，荨麻疹，腹胀，疝气', '跌打损伤，外伤出血，烧烫伤，疮疡，湿疹']",月经不调 月经不通 肝硬化 水肿 带下 丹疹 心腹胀 疝气 跌打损伤 出血 疮疥 急性湿疹,全国中草药汇编
